filepath,native_language,split,source_file,word_index,duration,unit_type
word_level\kerala\Kerala_speaker_03_malayalam_s01_051_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_051.wav,0,0.45,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_051_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_051.wav,1,0.24,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_051_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_051.wav,2,0.52,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_051_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_051.wav,3,1.38,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_051_word04.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_051.wav,4,0.98,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_051_word05.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_051.wav,5,0.29,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_100_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_100.wav,0,0.27,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_100_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_100.wav,1,0.21,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_100_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_100.wav,2,1.94,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_100_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_100.wav,3,0.22,word
word_level\kerala\Kerala_speaker_01_7_19_word00.wav,kerala,train,kerala\Kerala_speaker_01_7_19.wav,0,0.67,word
word_level\kerala\Kerala_speaker_01_7_19_word01.wav,kerala,train,kerala\Kerala_speaker_01_7_19.wav,1,1.7,word
word_level\kerala\Kerala_speaker_01_7_19_word02.wav,kerala,train,kerala\Kerala_speaker_01_7_19.wav,2,0.73,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_067_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_067.wav,0,0.59,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_067_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_067.wav,1,0.71,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_067_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_067.wav,2,0.53,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_067_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_067.wav,3,1.18,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_247_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_247.wav,0,0.21,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_247_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_247.wav,1,0.25,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_247_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_247.wav,2,0.25,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_247_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_247.wav,3,3.06,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_182_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_182.wav,0,0.87,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_182_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_182.wav,1,0.31,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_182_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_182.wav,2,0.89,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_071_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_071.wav,0,0.61,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_071_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_071.wav,1,0.67,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_071_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_071.wav,2,1.15,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_018_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_018.wav,0,0.44,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_018_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_018.wav,1,0.3,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_018_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_018.wav,2,2.73,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_018_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_018.wav,3,0.3,word
word_level\kerala\Kerala_speaker_01_5_word00.wav,kerala,train,kerala\Kerala_speaker_01_5.wav,0,0.77,word
word_level\kerala\Kerala_speaker_01_5_word01.wav,kerala,train,kerala\Kerala_speaker_01_5.wav,1,0.83,word
word_level\kerala\Kerala_speaker_01_5_word02.wav,kerala,train,kerala\Kerala_speaker_01_5.wav,2,0.26,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_109_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_109.wav,0,0.23,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_109_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_109.wav,1,0.48,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_109_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_109.wav,2,0.71,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_109_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_109.wav,3,1.44,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_157_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_157.wav,0,0.75,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_157_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_157.wav,1,0.73,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_157_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_157.wav,2,1.14,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_157_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_157.wav,3,0.5,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_045_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_045.wav,0,0.58,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_045_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_045.wav,1,0.23,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_045_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_045.wav,2,0.26,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_045_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_045.wav,3,2.74,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_045_word04.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_045.wav,4,0.74,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_130_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_130.wav,0,0.22,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_130_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_130.wav,1,0.25,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_130_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_130.wav,2,0.21,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_130_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_130.wav,3,2.55,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_130_word04.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_130.wav,4,0.32,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_130_word05.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_130.wav,5,0.42,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_130_word06.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_130.wav,6,0.34,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_085_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_085.wav,0,0.8,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_085_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_085.wav,1,0.69,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_085_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_085.wav,2,0.46,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_212_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_212.wav,0,1.48,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_212_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_212.wav,1,2.44,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_212_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_212.wav,2,0.48,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_212_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_212.wav,3,0.25,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_212_word04.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_212.wav,4,0.38,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_220_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_220.wav,0,0.31,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_220_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_220.wav,1,0.62,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_220_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_220.wav,2,2.56,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_043_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_043.wav,0,0.42,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_043_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_043.wav,1,0.28,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_043_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_043.wav,2,2.42,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_002_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_002.wav,0,0.59,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_002_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_002.wav,1,2.46,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_002_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_002.wav,2,0.56,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_002_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_002.wav,3,0.49,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_158_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_158.wav,0,0.26,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_158_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_158.wav,1,1.88,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_158_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_158.wav,2,1.08,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_158_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_158.wav,3,0.22,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_158_word04.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_158.wav,4,0.29,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_158_word05.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_158.wav,5,0.23,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_158_word06.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_158.wav,6,0.37,word
word_level\kerala\Kerala_speaker_01_2_11_word00.wav,kerala,train,kerala\Kerala_speaker_01_2_11.wav,0,0.94,word
word_level\kerala\Kerala_speaker_01_2_11_word01.wav,kerala,train,kerala\Kerala_speaker_01_2_11.wav,1,0.26,word
word_level\kerala\Kerala_speaker_01_2_11_word02.wav,kerala,train,kerala\Kerala_speaker_01_2_11.wav,2,0.73,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_000_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_000.wav,0,0.5,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_000_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_000.wav,1,0.23,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_000_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_000.wav,2,1.83,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_000_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_000.wav,3,0.53,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_000_word04.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_000.wav,4,0.47,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_000_word05.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_000.wav,5,0.27,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_244_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_244.wav,0,0.5,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_244_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_244.wav,1,0.68,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_244_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_244.wav,2,0.37,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_244_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_244.wav,3,0.56,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_138_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_138.wav,0,0.43,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_138_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_138.wav,1,0.92,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_138_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_138.wav,2,0.41,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_138_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_138.wav,3,0.41,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_138_word04.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_138.wav,4,0.4,word
word_level\kerala\Kerala_speaker_01_7_18_word00.wav,kerala,train,kerala\Kerala_speaker_01_7_18.wav,0,0.22,word
word_level\kerala\Kerala_speaker_01_7_18_word01.wav,kerala,train,kerala\Kerala_speaker_01_7_18.wav,1,0.68,word
word_level\kerala\Kerala_speaker_01_7_18_word02.wav,kerala,train,kerala\Kerala_speaker_01_7_18.wav,2,1.73,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_258_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_258.wav,0,0.21,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_258_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_258.wav,1,2.0,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_258_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_258.wav,2,0.45,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_258_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_258.wav,3,0.22,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_181_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_181.wav,0,2.67,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_181_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_181.wav,1,0.87,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_181_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_181.wav,2,0.23,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_181_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_181.wav,3,0.22,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_181_word04.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_181.wav,4,0.22,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_042_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_042.wav,0,0.42,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_042_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_042.wav,1,0.31,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_042_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_042.wav,2,0.38,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_042_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_042.wav,3,2.33,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_042_word04.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_042.wav,4,0.44,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_042_word05.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_042.wav,5,0.54,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_042_word06.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_042.wav,6,0.29,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_014_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_014.wav,0,0.26,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_014_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_014.wav,1,2.39,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_014_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_014.wav,2,0.21,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_172_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_172.wav,0,0.35,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_172_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_172.wav,1,3.18,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_172_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_172.wav,2,0.37,word
word_level\kerala\Kerala_speaker_01_10_11_word00.wav,kerala,train,kerala\Kerala_speaker_01_10_11.wav,0,0.62,word
word_level\kerala\Kerala_speaker_01_10_11_word01.wav,kerala,train,kerala\Kerala_speaker_01_10_11.wav,1,0.24,word
word_level\kerala\Kerala_speaker_01_10_11_word02.wav,kerala,train,kerala\Kerala_speaker_01_10_11.wav,2,0.39,word
word_level\kerala\Kerala_speaker_01_10_11_word03.wav,kerala,train,kerala\Kerala_speaker_01_10_11.wav,3,0.33,word
word_level\kerala\Kerala_speaker_01_10_11_word04.wav,kerala,train,kerala\Kerala_speaker_01_10_11.wav,4,0.45,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_016_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_016.wav,0,0.33,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_016_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_016.wav,1,0.25,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_016_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_016.wav,2,3.29,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_016_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_016.wav,3,0.37,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_016_word04.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_016.wav,4,0.26,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_208_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_208.wav,0,0.37,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_208_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_208.wav,1,0.38,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_208_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_208.wav,2,2.99,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_208_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_208.wav,3,0.49,word
word_level\kerala\Kerala_speaker_01_7_11_word00.wav,kerala,train,kerala\Kerala_speaker_01_7_11.wav,0,0.5,word
word_level\kerala\Kerala_speaker_01_7_11_word01.wav,kerala,train,kerala\Kerala_speaker_01_7_11.wav,1,0.49,word
word_level\kerala\Kerala_speaker_01_7_11_word02.wav,kerala,train,kerala\Kerala_speaker_01_7_11.wav,2,0.4,word
word_level\kerala\Kerala_speaker_01_7_11_word03.wav,kerala,train,kerala\Kerala_speaker_01_7_11.wav,3,0.72,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_052_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_052.wav,0,1.98,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_052_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_052.wav,1,0.33,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_052_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_052.wav,2,0.22,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_027_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_027.wav,0,0.21,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_027_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_027.wav,1,0.74,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_027_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_027.wav,2,2.84,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_087_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_087.wav,0,1.41,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_087_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_087.wav,1,0.57,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_087_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_087.wav,2,0.8,word
word_level\kerala\Kerala_speaker_01_1_11_word00.wav,kerala,train,kerala\Kerala_speaker_01_1_11.wav,0,0.62,word
word_level\kerala\Kerala_speaker_01_1_11_word01.wav,kerala,train,kerala\Kerala_speaker_01_1_11.wav,1,0.25,word
word_level\kerala\Kerala_speaker_01_1_11_word02.wav,kerala,train,kerala\Kerala_speaker_01_1_11.wav,2,0.33,word
word_level\kerala\Kerala_speaker_01_1_11_word03.wav,kerala,train,kerala\Kerala_speaker_01_1_11.wav,3,1.03,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_184_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_184.wav,0,0.23,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_184_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_184.wav,1,0.23,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_184_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_184.wav,2,2.27,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_184_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_184.wav,3,0.98,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_020_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_020.wav,0,0.33,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_020_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_020.wav,1,0.36,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_020_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_020.wav,2,2.38,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_048_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_048.wav,0,0.51,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_048_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_048.wav,1,2.52,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_048_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_048.wav,2,0.5,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_236_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_236.wav,0,1.38,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_236_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_236.wav,1,0.6,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_236_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_236.wav,2,0.48,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_236_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_236.wav,3,0.84,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_223_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_223.wav,0,0.31,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_223_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_223.wav,1,0.28,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_223_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_223.wav,2,1.63,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_223_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_223.wav,3,0.45,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_223_word04.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_223.wav,4,0.86,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_223_word05.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_223.wav,5,0.57,word
word_level\kerala\Kerala_speaker_01_10_20_word00.wav,kerala,train,kerala\Kerala_speaker_01_10_20.wav,0,0.63,word
word_level\kerala\Kerala_speaker_01_10_20_word01.wav,kerala,train,kerala\Kerala_speaker_01_10_20.wav,1,1.39,word
word_level\kerala\Kerala_speaker_01_10_20_word02.wav,kerala,train,kerala\Kerala_speaker_01_10_20.wav,2,1.7626875,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_139_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_139.wav,0,0.23,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_139_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_139.wav,1,0.35,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_139_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_139.wav,2,0.28,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_139_word03.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_139.wav,3,2.62,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_139_word04.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_139.wav,4,0.45,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_139_word05.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_139.wav,5,0.22,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_228_word00.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_228.wav,0,0.27,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_228_word01.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_228.wav,1,0.26,word
word_level\kerala\Kerala_speaker_03_malayalam_s01_228_word02.wav,kerala,train,kerala\Kerala_speaker_03_malayalam_s01_228.wav,2,0.24,word
