filepath,filename,speaker_id,native_language,age_group,utterance_type,text,sampling_rate,split,duration
jharkhand\Jharkhand_speaker_03_03.wav,Jharkhand_speaker_03_03.wav,jharkhand_spk_0474,jharkhand,adult,read,,48000,train,3.192
jharkhand\Jharkhand_speaker_03_03_1.wav,Jharkhand_speaker_03_03_1.wav,jharkhand_spk_0475,jharkhand,adult,read,,48000,train,2.496
jharkhand\Jharkhand_speaker_03_03_2.wav,Jharkhand_speaker_03_03_2.wav,jharkhand_spk_0476,jharkhand,adult,read,,48000,train,2.976
jharkhand\Jharkhand_speaker_03_04.wav,Jharkhand_speaker_03_04.wav,jharkhand_spk_0477,jharkhand,adult,read,,48000,train,3.696
jharkhand\Jharkhand_speaker_03_04_1.wav,Jharkhand_speaker_03_04_1.wav,jharkhand_spk_0478,jharkhand,adult,read,,48000,train,2.184
jharkhand\Jharkhand_speaker_03_04_2.wav,Jharkhand_speaker_03_04_2.wav,jharkhand_spk_0479,jharkhand,adult,read,,48000,train,3.384
jharkhand\Jharkhand_speaker_03_05.wav,Jharkhand_speaker_03_05.wav,jharkhand_spk_0480,jharkhand,adult,read,,48000,train,3.096
jharkhand\Jharkhand_speaker_03_05_1.wav,Jharkhand_speaker_03_05_1.wav,jharkhand_spk_0481,jharkhand,adult,read,,48000,train,2.856
jharkhand\Jharkhand_speaker_03_05_2.wav,Jharkhand_speaker_03_05_2.wav,jharkhand_spk_0482,jharkhand,adult,read,,48000,train,2.736
jharkhand\Jharkhand_speaker_03_06.wav,Jharkhand_speaker_03_06.wav,jharkhand_spk_0483,jharkhand,adult,read,,48000,train,3.264
jharkhand\Jharkhand_speaker_03_06_1.wav,Jharkhand_speaker_03_06_1.wav,jharkhand_spk_0484,jharkhand,adult,read,,48000,train,3.264
jharkhand\Jharkhand_speaker_03_06_2.wav,Jharkhand_speaker_03_06_2.wav,jharkhand_spk_0485,jharkhand,adult,read,,48000,train,3.384
jharkhand\Jharkhand_speaker_03_07.wav,Jharkhand_speaker_03_07.wav,jharkhand_spk_0486,jharkhand,adult,read,,48000,train,3.432
jharkhand\Jharkhand_speaker_03_07_1.wav,Jharkhand_speaker_03_07_1.wav,jharkhand_spk_0487,jharkhand,adult,read,,48000,train,3.456
jharkhand\Jharkhand_speaker_03_07_2.wav,Jharkhand_speaker_03_07_2.wav,jharkhand_spk_0488,jharkhand,adult,read,,48000,train,3.384
jharkhand\Jharkhand_speaker_03_08.wav,Jharkhand_speaker_03_08.wav,jharkhand_spk_0489,jharkhand,adult,read,,48000,train,3.672
jharkhand\Jharkhand_speaker_03_08_1.wav,Jharkhand_speaker_03_08_1.wav,jharkhand_spk_0490,jharkhand,adult,read,,48000,train,2.736
jharkhand\Jharkhand_speaker_03_08_2.wav,Jharkhand_speaker_03_08_2.wav,jharkhand_spk_0491,jharkhand,adult,read,,48000,train,2.976
jharkhand\Jharkhand_speaker_03_09.wav,Jharkhand_speaker_03_09.wav,jharkhand_spk_0492,jharkhand,adult,read,,48000,train,3.144
jharkhand\Jharkhand_speaker_03_09_1.wav,Jharkhand_speaker_03_09_1.wav,jharkhand_spk_0493,jharkhand,adult,read,,48000,train,3.024
jharkhand\Jharkhand_speaker_03_09_2.wav,Jharkhand_speaker_03_09_2.wav,jharkhand_spk_0494,jharkhand,adult,read,,48000,train,2.736
jharkhand\Jharkhand_speaker_03_1.wav,Jharkhand_speaker_03_1.wav,jharkhand_spk_0495,jharkhand,adult,read,,48000,train,2.664
jharkhand\Jharkhand_speaker_03_10.wav,Jharkhand_speaker_03_10.wav,jharkhand_spk_0496,jharkhand,adult,read,,48000,train,3.072
jharkhand\Jharkhand_speaker_03_10_1.wav,Jharkhand_speaker_03_10_1.wav,jharkhand_spk_0497,jharkhand,adult,read,,48000,train,3.336
jharkhand\Jharkhand_speaker_03_10_10.wav,Jharkhand_speaker_03_10_10.wav,jharkhand_spk_0498,jharkhand,adult,read,,48000,train,2.736
jharkhand\Jharkhand_speaker_03_10_11.wav,Jharkhand_speaker_03_10_11.wav,jharkhand_spk_0499,jharkhand,adult,read,,48000,train,3.792
karnataka\Karnataka_speaker_01_72_1.wav,Karnataka_speaker_01_72_1.wav,karnataka_spk_0000,karnataka,adult,read,,48000,train,4.09525
karnataka\Karnataka_speaker_01_72_10.wav,Karnataka_speaker_01_72_10.wav,karnataka_spk_0001,karnataka,adult,read,,48000,train,3.640229166666667
karnataka\Karnataka_speaker_01_72_2.wav,Karnataka_speaker_01_72_2.wav,karnataka_spk_0002,karnataka,adult,read,,48000,train,3.3558333333333334
karnataka\Karnataka_speaker_01_72_3.wav,Karnataka_speaker_01_72_3.wav,karnataka_spk_0003,karnataka,adult,read,,48000,train,3.4127083333333332
karnataka\Karnataka_speaker_01_72_4.wav,Karnataka_speaker_01_72_4.wav,karnataka_spk_0004,karnataka,adult,read,,48000,train,5.0053125
karnataka\Karnataka_speaker_01_72_5.wav,Karnataka_speaker_01_72_5.wav,karnataka_spk_0005,karnataka,adult,read,,48000,train,3.2420833333333334
karnataka\Karnataka_speaker_01_72_6.wav,Karnataka_speaker_01_72_6.wav,karnataka_spk_0006,karnataka,adult,read,,48000,train,4.209
karnataka\Karnataka_speaker_01_72_7.wav,Karnataka_speaker_01_72_7.wav,karnataka_spk_0007,karnataka,adult,read,,48000,train,3.6971041666666666
karnataka\Karnataka_speaker_01_72_8.wav,Karnataka_speaker_01_72_8.wav,karnataka_spk_0008,karnataka,adult,read,,48000,train,4.038375
karnataka\Karnataka_speaker_01_72_9.wav,Karnataka_speaker_01_72_9.wav,karnataka_spk_0009,karnataka,adult,read,,48000,train,3.1283333333333334
karnataka\Karnataka_speaker_01_List11_1.wav,Karnataka_speaker_01_List11_1.wav,karnataka_spk_0010,karnataka,adult,read,,48000,train,3.8729791666666666
karnataka\Karnataka_speaker_01_List11_10.wav,Karnataka_speaker_01_List11_10.wav,karnataka_spk_0011,karnataka,adult,read,,48000,train,3.2594166666666666
karnataka\Karnataka_speaker_01_List11_11.wav,Karnataka_speaker_01_List11_11.wav,karnataka_spk_0012,karnataka,adult,read,,48000,train,3.2859583333333333
karnataka\Karnataka_speaker_01_List11_12.wav,Karnataka_speaker_01_List11_12.wav,karnataka_spk_0013,karnataka,adult,read,,48000,train,3.1688958333333335
karnataka\Karnataka_speaker_01_List11_2.wav,Karnataka_speaker_01_List11_2.wav,karnataka_spk_0014,karnataka,adult,read,,48000,train,3.988020833333333
karnataka\Karnataka_speaker_01_List11_3.wav,Karnataka_speaker_01_List11_3.wav,karnataka_spk_0015,karnataka,adult,read,,48000,train,4.17975
karnataka\Karnataka_speaker_01_List11_4.wav,Karnataka_speaker_01_List11_4.wav,karnataka_spk_0016,karnataka,adult,read,,48000,train,4.371458333333333
karnataka\Karnataka_speaker_01_List11_5.wav,Karnataka_speaker_01_List11_5.wav,karnataka_spk_0017,karnataka,adult,read,,48000,train,3.6045625
karnataka\Karnataka_speaker_01_List11_6.wav,Karnataka_speaker_01_List11_6.wav,karnataka_spk_0018,karnataka,adult,read,,48000,train,3.988
karnataka\Karnataka_speaker_01_List11_7.wav,Karnataka_speaker_01_List11_7.wav,karnataka_spk_0019,karnataka,adult,read,,48000,train,3.796291666666667
karnataka\Karnataka_speaker_01_List11_8.wav,Karnataka_speaker_01_List11_8.wav,karnataka_spk_0020,karnataka,adult,read,,48000,train,3.796291666666667
karnataka\Karnataka_speaker_01_List11_9.wav,Karnataka_speaker_01_List11_9.wav,karnataka_spk_0021,karnataka,adult,read,,48000,train,3.4511666666666665
karnataka\Karnataka_speaker_01_List12_1.wav,Karnataka_speaker_01_List12_1.wav,karnataka_spk_0022,karnataka,adult,read,,48000,train,4.2128958333333335
karnataka\Karnataka_speaker_01_List12_10.wav,Karnataka_speaker_01_List12_10.wav,karnataka_spk_0023,karnataka,adult,read,,48000,train,5.112729166666667
karnataka\Karnataka_speaker_01_List12_2.wav,Karnataka_speaker_01_List12_2.wav,karnataka_spk_0024,karnataka,adult,read,,48000,train,3.3948541666666667
karnataka\Karnataka_speaker_01_List12_3.wav,Karnataka_speaker_01_List12_3.wav,karnataka_spk_0025,karnataka,adult,read,,48000,train,4.131083333333334
karnataka\Karnataka_speaker_01_List12_4.wav,Karnataka_speaker_01_List12_4.wav,karnataka_spk_0026,karnataka,adult,read,,48000,train,3.23125
karnataka\Karnataka_speaker_01_List12_5.wav,Karnataka_speaker_01_List12_5.wav,karnataka_spk_0027,karnataka,adult,read,,48000,train,3.7629791666666668
karnataka\Karnataka_speaker_01_List12_6.wav,Karnataka_speaker_01_List12_6.wav,karnataka_spk_0028,karnataka,adult,read,,48000,train,3.9674791666666667
karnataka\Karnataka_speaker_01_List12_7.wav,Karnataka_speaker_01_List12_7.wav,karnataka_spk_0029,karnataka,adult,read,,48000,train,3.803875
karnataka\Karnataka_speaker_01_List12_8.wav,Karnataka_speaker_01_List12_8.wav,karnataka_spk_0030,karnataka,adult,read,,48000,train,4.049291666666667
karnataka\Karnataka_speaker_01_List12_9.wav,Karnataka_speaker_01_List12_9.wav,karnataka_spk_0031,karnataka,adult,read,,48000,train,3.9265833333333333
karnataka\Karnataka_speaker_01_List13_1.wav,Karnataka_speaker_01_List13_1.wav,karnataka_spk_0032,karnataka,adult,read,,48000,train,3.4202083333333335
karnataka\Karnataka_speaker_01_List13_10.wav,Karnataka_speaker_01_List13_10.wav,karnataka_spk_0033,karnataka,adult,read,,48000,train,3.9674375
karnataka\Karnataka_speaker_01_List13_2.wav,Karnataka_speaker_01_List13_2.wav,karnataka_spk_0034,karnataka,adult,read,,48000,train,4.013041666666667
karnataka\Karnataka_speaker_01_List13_3.wav,Karnataka_speaker_01_List13_3.wav,karnataka_spk_0035,karnataka,adult,read,,48000,train,4.058645833333333
karnataka\Karnataka_speaker_01_List13_4.wav,Karnataka_speaker_01_List13_4.wav,karnataka_spk_0036,karnataka,adult,read,,48000,train,4.286645833333333
karnataka\Karnataka_speaker_01_List13_5.wav,Karnataka_speaker_01_List13_5.wav,karnataka_spk_0037,karnataka,adult,read,,48000,train,3.511416666666667
karnataka\Karnataka_speaker_01_List13_6.wav,Karnataka_speaker_01_List13_6.wav,karnataka_spk_0038,karnataka,adult,read,,48000,train,3.0553958333333333
karnataka\Karnataka_speaker_01_List13_7.wav,Karnataka_speaker_01_List13_7.wav,karnataka_spk_0039,karnataka,adult,read,,48000,train,3.4201875
karnataka\Karnataka_speaker_01_List13_8.wav,Karnataka_speaker_01_List13_8.wav,karnataka_spk_0040,karnataka,adult,read,,48000,train,3.4658125
karnataka\Karnataka_speaker_01_List13_9.wav,Karnataka_speaker_01_List13_9.wav,karnataka_spk_0041,karnataka,adult,read,,48000,train,5.426729166666667
karnataka\Karnataka_speaker_01_List14_1.wav,Karnataka_speaker_01_List14_1.wav,karnataka_spk_0042,karnataka,adult,read,,48000,train,3.2786458333333335
karnataka\Karnataka_speaker_01_List14_10.wav,Karnataka_speaker_01_List14_10.wav,karnataka_spk_0043,karnataka,adult,read,,48000,train,3.1615416666666665
karnataka\Karnataka_speaker_01_List14_2.wav,Karnataka_speaker_01_List14_2.wav,karnataka_spk_0044,karnataka,adult,read,,48000,train,2.6931666666666665
karnataka\Karnataka_speaker_01_List14_3.wav,Karnataka_speaker_01_List14_3.wav,karnataka_spk_0045,karnataka,adult,read,,48000,train,3.2786458333333335
karnataka\Karnataka_speaker_01_List14_4.wav,Karnataka_speaker_01_List14_4.wav,karnataka_spk_0046,karnataka,adult,read,,48000,train,3.825083333333333
karnataka\Karnataka_speaker_01_List14_5.wav,Karnataka_speaker_01_List14_5.wav,karnataka_spk_0047,karnataka,adult,read,,48000,train,2.888333333333333
karnataka\Karnataka_speaker_01_List14_6.wav,Karnataka_speaker_01_List14_6.wav,karnataka_spk_0048,karnataka,adult,read,,48000,train,3.825083333333333
karnataka\Karnataka_speaker_01_List14_7.wav,Karnataka_speaker_01_List14_7.wav,karnataka_spk_0049,karnataka,adult,read,,48000,train,3.1615625
karnataka\Karnataka_speaker_01_List14_8.wav,Karnataka_speaker_01_List14_8.wav,karnataka_spk_0050,karnataka,adult,read,,48000,train,4.098291666666666
karnataka\Karnataka_speaker_01_List14_9.wav,Karnataka_speaker_01_List14_9.wav,karnataka_spk_0051,karnataka,adult,read,,48000,train,3.3176666666666668
karnataka\Karnataka_speaker_01_List15_1.wav,Karnataka_speaker_01_List15_1.wav,karnataka_spk_0052,karnataka,adult,read,,48000,train,4.785520833333333
karnataka\Karnataka_speaker_01_List15_10.wav,Karnataka_speaker_01_List15_10.wav,karnataka_spk_0053,karnataka,adult,read,,48000,train,4.335604166666666
karnataka\Karnataka_speaker_01_List15_2.wav,Karnataka_speaker_01_List15_2.wav,karnataka_spk_0054,karnataka,adult,read,,48000,train,3.640270833333333
karnataka\Karnataka_speaker_01_List15_3.wav,Karnataka_speaker_01_List15_3.wav,karnataka_spk_0055,karnataka,adult,read,,48000,train,3.9674791666666667
karnataka\Karnataka_speaker_01_List15_4.wav,Karnataka_speaker_01_List15_4.wav,karnataka_spk_0056,karnataka,adult,read,,48000,train,3.599375
karnataka\Karnataka_speaker_01_List15_5.wav,Karnataka_speaker_01_List15_5.wav,karnataka_spk_0057,karnataka,adult,read,,48000,train,3.8447708333333335
karnataka\Karnataka_speaker_01_List15_6.wav,Karnataka_speaker_01_List15_6.wav,karnataka_spk_0058,karnataka,adult,read,,48000,train,4.0901875
karnataka\Karnataka_speaker_01_List15_7.wav,Karnataka_speaker_01_List15_7.wav,karnataka_spk_0059,karnataka,adult,read,,48000,train,3.803875
karnataka\Karnataka_speaker_01_List15_8.wav,Karnataka_speaker_01_List15_8.wav,karnataka_spk_0060,karnataka,adult,read,,48000,train,4.049291666666667
karnataka\Karnataka_speaker_01_List15_9.wav,Karnataka_speaker_01_List15_9.wav,karnataka_spk_0061,karnataka,adult,read,,48000,train,4.049291666666667
karnataka\Karnataka_speaker_01_List16_1.wav,Karnataka_speaker_01_List16_1.wav,karnataka_spk_0062,karnataka,adult,read,,48000,train,4.2720625
karnataka\Karnataka_speaker_01_List16_10.wav,Karnataka_speaker_01_List16_10.wav,karnataka_spk_0063,karnataka,adult,read,,48000,train,4.5067916666666665
karnataka\Karnataka_speaker_01_List16_11.wav,Karnataka_speaker_01_List16_11.wav,karnataka_spk_0064,karnataka,adult,read,,48000,train,3.511416666666667
karnataka\Karnataka_speaker_01_List16_2.wav,Karnataka_speaker_01_List16_2.wav,karnataka_spk_0065,karnataka,adult,read,,48000,train,4.1781875
karnataka\Karnataka_speaker_01_List16_3.wav,Karnataka_speaker_01_List16_3.wav,karnataka_spk_0066,karnataka,adult,read,,48000,train,3.3801041666666665
karnataka\Karnataka_speaker_01_List16_4.wav,Karnataka_speaker_01_List16_4.wav,karnataka_spk_0067,karnataka,adult,read,,48000,train,3.8965
karnataka\Karnataka_speaker_01_List16_5.wav,Karnataka_speaker_01_List16_5.wav,karnataka_spk_0068,karnataka,adult,read,,48000,train,3.7087291666666666
karnataka\Karnataka_speaker_01_List16_6.wav,Karnataka_speaker_01_List16_6.wav,karnataka_spk_0069,karnataka,adult,read,,48000,train,3.5209375
karnataka\Karnataka_speaker_01_List16_7.wav,Karnataka_speaker_01_List16_7.wav,karnataka_spk_0070,karnataka,adult,read,,48000,train,4.647645833333334
karnataka\Karnataka_speaker_01_List16_8.wav,Karnataka_speaker_01_List16_8.wav,karnataka_spk_0071,karnataka,adult,read,,48000,train,3.8495625
karnataka\Karnataka_speaker_01_List16_9.wav,Karnataka_speaker_01_List16_9.wav,karnataka_spk_0072,karnataka,adult,read,,48000,train,3.3331458333333335
karnataka\Karnataka_speaker_01_List17_1.wav,Karnataka_speaker_01_List17_1.wav,karnataka_spk_0073,karnataka,adult,read,,48000,train,3.84575
karnataka\Karnataka_speaker_01_List17_10.wav,Karnataka_speaker_01_List17_10.wav,karnataka_spk_0074,karnataka,adult,read,,48000,train,4.1596875
karnataka\Karnataka_speaker_01_List17_2.wav,Karnataka_speaker_01_List17_2.wav,karnataka_spk_0075,karnataka,adult,read,,48000,train,3.84575
karnataka\Karnataka_speaker_01_List17_3.wav,Karnataka_speaker_01_List17_3.wav,karnataka_spk_0076,karnataka,adult,read,,48000,train,3.453333333333333
karnataka\Karnataka_speaker_01_List17_4.wav,Karnataka_speaker_01_List17_4.wav,karnataka_spk_0077,karnataka,adult,read,,48000,train,2.6292291666666667
karnataka\Karnataka_speaker_01_List17_5.wav,Karnataka_speaker_01_List17_5.wav,karnataka_spk_0078,karnataka,adult,read,,48000,train,3.3356041666666667
karnataka\Karnataka_speaker_01_List17_6.wav,Karnataka_speaker_01_List17_6.wav,karnataka_spk_0079,karnataka,adult,read,,48000,train,3.8849791666666667
karnataka\Karnataka_speaker_01_List17_7.wav,Karnataka_speaker_01_List17_7.wav,karnataka_spk_0080,karnataka,adult,read,,48000,train,3.76725
karnataka\Karnataka_speaker_01_List17_8.wav,Karnataka_speaker_01_List17_8.wav,karnataka_spk_0081,karnataka,adult,read,,48000,train,3.257125
karnataka\Karnataka_speaker_01_List17_9.wav,Karnataka_speaker_01_List17_9.wav,karnataka_spk_0082,karnataka,adult,read,,48000,train,4.0812083333333335
karnataka\Karnataka_speaker_01_List19_1.wav,Karnataka_speaker_01_List19_1.wav,karnataka_spk_0083,karnataka,adult,read,,48000,train,3.763
karnataka\Karnataka_speaker_01_List19_10.wav,Karnataka_speaker_01_List19_10.wav,karnataka_spk_0084,karnataka,adult,read,,48000,train,4.443041666666667
karnataka\Karnataka_speaker_01_List19_2.wav,Karnataka_speaker_01_List19_2.wav,karnataka_spk_0085,karnataka,adult,read,,48000,train,3.808333333333333
karnataka\Karnataka_speaker_01_List19_3.wav,Karnataka_speaker_01_List19_3.wav,karnataka_spk_0086,karnataka,adult,read,,48000,train,3.6723125
karnataka\Karnataka_speaker_01_List19_4.wav,Karnataka_speaker_01_List19_4.wav,karnataka_spk_0087,karnataka,adult,read,,48000,train,3.7176458333333335
karnataka\Karnataka_speaker_01_List19_5.wav,Karnataka_speaker_01_List19_5.wav,karnataka_spk_0088,karnataka,adult,read,,48000,train,4.397708333333333
karnataka\Karnataka_speaker_01_List19_6.wav,Karnataka_speaker_01_List19_6.wav,karnataka_spk_0089,karnataka,adult,read,,48000,train,3.808333333333333
karnataka\Karnataka_speaker_01_List19_7.wav,Karnataka_speaker_01_List19_7.wav,karnataka_spk_0090,karnataka,adult,read,,48000,train,3.853666666666667
karnataka\Karnataka_speaker_01_List19_8.wav,Karnataka_speaker_01_List19_8.wav,karnataka_spk_0091,karnataka,adult,read,,48000,train,3.9896666666666665
karnataka\Karnataka_speaker_01_List19_9.wav,Karnataka_speaker_01_List19_9.wav,karnataka_spk_0092,karnataka,adult,read,,48000,train,3.4909583333333334
karnataka\Karnataka_speaker_01_List1_Splitted_1.wav,Karnataka_speaker_01_List1_Splitted_1.wav,karnataka_spk_0093,karnataka,adult,read,,48000,train,4.9989791666666665
karnataka\Karnataka_speaker_01_List1_Splitted_2.wav,Karnataka_speaker_01_List1_Splitted_2.wav,karnataka_spk_0094,karnataka,adult,read,,48000,train,3.101729166666667
karnataka\Karnataka_speaker_01_List1_Splitted_3.wav,Karnataka_speaker_01_List1_Splitted_3.wav,karnataka_spk_0095,karnataka,adult,read,,48000,train,3.253645833333333
karnataka\Karnataka_speaker_01_List1_Splitted_4.wav,Karnataka_speaker_01_List1_Splitted_4.wav,karnataka_spk_0096,karnataka,adult,read,,48000,train,3.5917916666666665
karnataka\Karnataka_speaker_01_List1_Splitted_5.wav,Karnataka_speaker_01_List1_Splitted_5.wav,karnataka_spk_0097,karnataka,adult,read,,48000,train,3.7930208333333333
karnataka\Karnataka_speaker_01_List1_Splitted_6.wav,Karnataka_speaker_01_List1_Splitted_6.wav,karnataka_spk_0098,karnataka,adult,read,,48000,train,3.5359791666666665
karnataka\Karnataka_speaker_01_List20_1.wav,Karnataka_speaker_01_List20_1.wav,karnataka_spk_0099,karnataka,adult,read,,48000,train,4.485645833333334
karnataka\Karnataka_speaker_01_List20_10.wav,Karnataka_speaker_01_List20_10.wav,karnataka_spk_0100,karnataka,adult,read,,48000,train,3.5244375
karnataka\Karnataka_speaker_01_List20_2.wav,Karnataka_speaker_01_List20_2.wav,karnataka_spk_0101,karnataka,adult,read,,48000,train,3.484395833333333
karnataka\Karnataka_speaker_01_List20_3.wav,Karnataka_speaker_01_List20_3.wav,karnataka_spk_0102,karnataka,adult,read,,48000,train,4.2053125
karnataka\Karnataka_speaker_01_List20_4.wav,Karnataka_speaker_01_List20_4.wav,karnataka_spk_0103,karnataka,adult,read,,48000,train,2.6833958333333334
karnataka\Karnataka_speaker_01_List20_5.wav,Karnataka_speaker_01_List20_5.wav,karnataka_spk_0104,karnataka,adult,read,,48000,train,3.5244375
karnataka\Karnataka_speaker_01_List20_6.wav,Karnataka_speaker_01_List20_6.wav,karnataka_spk_0105,karnataka,adult,read,,48000,train,3.5244375
karnataka\Karnataka_speaker_01_List20_7.wav,Karnataka_speaker_01_List20_7.wav,karnataka_spk_0106,karnataka,adult,read,,48000,train,3.8448541666666665
karnataka\Karnataka_speaker_01_List20_8.wav,Karnataka_speaker_01_List20_8.wav,karnataka_spk_0107,karnataka,adult,read,,48000,train,3.3241875
karnataka\Karnataka_speaker_01_List20_9.wav,Karnataka_speaker_01_List20_9.wav,karnataka_spk_0108,karnataka,adult,read,,48000,train,3.2040416666666665
karnataka\Karnataka_speaker_01_List21_1.wav,Karnataka_speaker_01_List21_1.wav,karnataka_spk_0109,karnataka,adult,read,,48000,train,3.859125
karnataka\Karnataka_speaker_01_List21_10.wav,Karnataka_speaker_01_List21_10.wav,karnataka_spk_0110,karnataka,adult,read,,48000,train,3.2451666666666665
karnataka\Karnataka_speaker_01_List21_2.wav,Karnataka_speaker_01_List21_2.wav,karnataka_spk_0111,karnataka,adult,read,,48000,train,3.5521458333333333
karnataka\Karnataka_speaker_01_List21_3.wav,Karnataka_speaker_01_List21_3.wav,karnataka_spk_0112,karnataka,adult,read,,48000,train,3.0258958333333332
karnataka\Karnataka_speaker_01_List21_4.wav,Karnataka_speaker_01_List21_4.wav,karnataka_spk_0113,karnataka,adult,read,,48000,train,3.5521458333333333
karnataka\Karnataka_speaker_01_List21_5.wav,Karnataka_speaker_01_List21_5.wav,karnataka_spk_0114,karnataka,adult,read,,48000,train,3.4644375
karnataka\Karnataka_speaker_01_List21_6.wav,Karnataka_speaker_01_List21_6.wav,karnataka_spk_0115,karnataka,adult,read,,48000,train,3.7275625
karnataka\Karnataka_speaker_01_List21_7.wav,Karnataka_speaker_01_List21_7.wav,karnataka_spk_0116,karnataka,adult,read,,48000,train,3.596
karnataka\Karnataka_speaker_01_List21_8.wav,Karnataka_speaker_01_List21_8.wav,karnataka_spk_0117,karnataka,adult,read,,48000,train,3.639854166666667
karnataka\Karnataka_speaker_01_List21_9.wav,Karnataka_speaker_01_List21_9.wav,karnataka_spk_0118,karnataka,adult,read,,48000,train,3.8152708333333334
karnataka\Karnataka_speaker_01_List24_1.wav,Karnataka_speaker_01_List24_1.wav,karnataka_spk_0119,karnataka,adult,read,,48000,train,3.7080625
karnataka\Karnataka_speaker_01_List24_10.wav,Karnataka_speaker_01_List24_10.wav,karnataka_spk_0120,karnataka,adult,read,,48000,train,3.470375
karnataka\Karnataka_speaker_01_List24_2.wav,Karnataka_speaker_01_List24_2.wav,karnataka_spk_0121,karnataka,adult,read,,48000,train,4.326083333333333
karnataka\Karnataka_speaker_01_List24_3.wav,Karnataka_speaker_01_List24_3.wav,karnataka_spk_0122,karnataka,adult,read,,48000,train,4.0408333333333335
karnataka\Karnataka_speaker_01_List24_4.wav,Karnataka_speaker_01_List24_4.wav,karnataka_spk_0123,karnataka,adult,read,,48000,train,4.3736041666666665
karnataka\Karnataka_speaker_01_List24_5.wav,Karnataka_speaker_01_List24_5.wav,karnataka_spk_0124,karnataka,adult,read,,48000,train,4.135916666666667
karnataka\Karnataka_speaker_01_List24_6.wav,Karnataka_speaker_01_List24_6.wav,karnataka_spk_0125,karnataka,adult,read,,48000,train,4.421166666666666
karnataka\Karnataka_speaker_01_List24_7.wav,Karnataka_speaker_01_List24_7.wav,karnataka_spk_0126,karnataka,adult,read,,48000,train,3.422833333333333
karnataka\Karnataka_speaker_01_List24_8.wav,Karnataka_speaker_01_List24_8.wav,karnataka_spk_0127,karnataka,adult,read,,48000,train,3.898229166666667
karnataka\Karnataka_speaker_01_List24_9.wav,Karnataka_speaker_01_List24_9.wav,karnataka_spk_0128,karnataka,adult,read,,48000,train,3.8506875
karnataka\Karnataka_speaker_01_List25_1.wav,Karnataka_speaker_01_List25_1.wav,karnataka_spk_0129,karnataka,adult,read,,48000,train,4.093
karnataka\Karnataka_speaker_01_List25_10.wav,Karnataka_speaker_01_List25_10.wav,karnataka_spk_0130,karnataka,adult,read,,48000,train,4.476729166666667
karnataka\Karnataka_speaker_01_List25_2.wav,Karnataka_speaker_01_List25_2.wav,karnataka_spk_0131,karnataka,adult,read,,48000,train,3.4961041666666666
karnataka\Karnataka_speaker_01_List25_3.wav,Karnataka_speaker_01_List25_3.wav,karnataka_spk_0132,karnataka,adult,read,,48000,train,3.6240208333333332
karnataka\Karnataka_speaker_01_List25_4.wav,Karnataka_speaker_01_List25_4.wav,karnataka_spk_0133,karnataka,adult,read,,48000,train,3.410833333333333
karnataka\Karnataka_speaker_01_List25_5.wav,Karnataka_speaker_01_List25_5.wav,karnataka_spk_0134,karnataka,adult,read,,48000,train,3.2829375
karnataka\Karnataka_speaker_01_List25_6.wav,Karnataka_speaker_01_List25_6.wav,karnataka_spk_0135,karnataka,adult,read,,48000,train,3.2829375
karnataka\Karnataka_speaker_01_List25_7.wav,Karnataka_speaker_01_List25_7.wav,karnataka_spk_0136,karnataka,adult,read,,48000,train,3.3682083333333335
karnataka\Karnataka_speaker_01_List25_8.wav,Karnataka_speaker_01_List25_8.wav,karnataka_spk_0137,karnataka,adult,read,,48000,train,4.434083333333334
karnataka\Karnataka_speaker_01_List25_9.wav,Karnataka_speaker_01_List25_9.wav,karnataka_spk_0138,karnataka,adult,read,,48000,train,3.965104166666667
karnataka\Karnataka_speaker_01_List26_1.wav,Karnataka_speaker_01_List26_1.wav,karnataka_spk_0139,karnataka,adult,read,,48000,train,4.932520833333333
karnataka\Karnataka_speaker_01_List26_10.wav,Karnataka_speaker_01_List26_10.wav,karnataka_spk_0140,karnataka,adult,read,,48000,train,3.1096458333333334
karnataka\Karnataka_speaker_01_List26_2.wav,Karnataka_speaker_01_List26_2.wav,karnataka_spk_0141,karnataka,adult,read,,48000,train,4.0746875
karnataka\Karnataka_speaker_01_List26_3.wav,Karnataka_speaker_01_List26_3.wav,karnataka_spk_0142,karnataka,adult,read,,48000,train,3.2705
karnataka\Karnataka_speaker_01_List26_4.wav,Karnataka_speaker_01_List26_4.wav,karnataka_spk_0143,karnataka,adult,read,,48000,train,3.5921666666666665
karnataka\Karnataka_speaker_01_List26_5.wav,Karnataka_speaker_01_List26_5.wav,karnataka_spk_0144,karnataka,adult,read,,48000,train,3.7530208333333333
karnataka\Karnataka_speaker_01_List26_6.wav,Karnataka_speaker_01_List26_6.wav,karnataka_spk_0145,karnataka,adult,read,,48000,train,4.181916666666667
karnataka\Karnataka_speaker_01_List26_7.wav,Karnataka_speaker_01_List26_7.wav,karnataka_spk_0146,karnataka,adult,read,,48000,train,4.7716875
karnataka\Karnataka_speaker_01_List26_8.wav,Karnataka_speaker_01_List26_8.wav,karnataka_spk_0147,karnataka,adult,read,,48000,train,3.6457916666666668
karnataka\Karnataka_speaker_01_List26_9.wav,Karnataka_speaker_01_List26_9.wav,karnataka_spk_0148,karnataka,adult,read,,48000,train,3.913854166666667
